id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
84760,0.278795,tcp,-,FIN,10,6,486,268,53.802973,254,252,12568.37402,6427.661621,2,1,28.863778,47.229199,1572.620438,74.870852,255,1548056778,928851455,255,0.099,0.042641,0.056359,49,45,0,0,11,1,3,3,2,11,0,0,0,3,11,0,Normal,0
58765,0.410279,tcp,-,FIN,10,6,978,268,36.560486,254,252,17178.55469,4367.759277,2,1,39.974556,71.210602,2081.16121,101.717656,255,1796650432,1914028145,255,0.124212,0.054217,0.069995,98,45,0,0,9,1,2,2,1,4,0,0,0,3,4,0,Fuzzers,1
14627,0.042039,tcp,-,FIN,64,66,3806,54798,3068.579213,31,29,713052.1875,10270083.0,7,26,0.67271,0.637369,38.152184,37.865325,255,1909913700,1910185806,255,0.000748,0.000605,0.000143,59,830,0,0,2,0,1,1,1,1,0,0,0,2,7,0,Normal,0
83895,1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,6,4,4,13,0,0,0,6,9,0,Exploits,1
560,13.401156,tcp,-,FIN,80,80,4654,72810,11.864648,31,29,2743.643799,42921.66797,7,33,169.630931,169.62721,10508.2184,10663.51878,255,77030508,2226926890,255,0.00074,0.000597,0.000143,58,910,0,0,4,0,14,1,1,2,0,0,0,5,13,0,Normal,0
53398,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0,Exploits,1
64272,0.744364,tcp,-,FIN,10,8,564,354,22.838288,254,252,5459.694336,3331.703125,2,1,80.905,98.72443,6003.207983,146.591625,255,75540360,351703808,255,0.124398,0.053284,0.071114,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
68405,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,8,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
65624,1.070572,tcp,ftp,FIN,20,22,1096,1608,38.297283,62,252,7786.491699,11470.50391,7,9,56.345894,49.970525,2931.202114,2654.639369,255,2792942945,4231439010,255,0.053764,0.006609,0.047155,55,73,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits,1
99833,9e-06,udp,-,INT,2,0,964,0,111111.1072,254,0,428444416.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,482,0,0,0,3,2,1,1,1,3,0,0,0,1,5,0,Fuzzers,1
120670,0.227839,tcp,http,FIN,10,8,790,1298,74.614094,62,252,24964.99805,39887.81641,2,2,25.315444,30.727857,1369.961351,55.145547,255,874992970,1026186523,255,0.05437,0.007493,0.046877,79,162,1,249,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
80404,0.833011,tcp,http,FIN,10,10,870,1840,22.808823,62,252,7519.708984,15903.75195,2,2,92.556778,87.196781,6067.830923,130.785984,255,539953379,2414430619,255,0.122373,0.04758,0.074793,87,184,1,480,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
123292,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,16,16,16,33,0,0,0,16,33,0,Generic,1
29309,0.022221,tcp,-,FIN,48,50,2958,32642,4365.239918,31,29,1042977.313,11517033.0,7,18,0.476348,0.42551,0.0,30.13445,255,2720186202,2731596875,255,0.0015,0.001368,0.000132,62,653,0,0,13,0,1,1,1,1,0,0,0,4,4,0,Normal,0
66244,3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
78753,0.399552,tcp,-,FIN,12,8,912,376,47.553261,254,252,16738.74805,6587.37793,3,2,36.32291,53.059715,1796.178334,67.838695,255,2916536350,2669955658,255,0.098914,0.027308,0.071606,76,47,0,0,3,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
73749,3e-06,udp,-,INT,2,0,78,0,333333.3215,254,0,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,12,2,4,2,1,10,0,0,0,4,10,0,Normal,0
45119,0.859089,tcp,-,FIN,10,8,534,354,19.788403,254,252,4479.163086,2886.778809,2,1,95.454333,111.562289,5293.448105,202.111344,255,2690567111,3819256319,255,0.149576,0.077385,0.072191,53,44,0,0,3,1,1,1,1,2,0,0,0,1,3,0,Normal,0
30332,0.001837,udp,-,CON,4,4,520,304,3810.560659,31,29,1698421.375,992923.25,0,0,0.476,0.232333,0.666095,0.322211,0,0,0,0,0.0,0.0,0.0,130,76,0,0,3,0,3,1,1,3,0,0,0,2,5,0,Normal,0
23960,0.001044,udp,dns,CON,2,2,146,178,2873.563127,31,29,559386.9375,681992.3125,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,1,1,1,1,0,0,0,7,4,0,Normal,0
129092,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,17,17,17,17,0,0,0,17,17,0,Generic,1
139598,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,16,16,16,28,0,0,0,17,27,0,Generic,1
46409,9e-06,udp,-,INT,2,0,174,0,111111.1072,254,0,77333328.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,87,0,0,0,4,2,2,2,1,4,0,0,0,2,4,0,Normal,0
102902,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,3,4,0,Exploits,1
40229,0.44871,tcp,-,FIN,60,62,3598,48710,269.661923,31,29,63096.43359,854449.4375,7,24,7.598831,7.347377,474.263612,463.567708,255,4040139535,4040410729,255,0.000638,0.000511,0.000127,60,786,0,0,4,0,3,1,1,2,0,0,0,4,12,0,Normal,0
173550,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,16,16,16,33,0,0,0,16,33,0,Generic,1
98663,2.200029,tcp,smtp,FIN,160,40,186407,2592,90.453357,62,252,673598.4375,9192.606445,77,8,13.924234,54.359563,1338.251461,61.797262,255,137041570,2989730342,255,0.067245,0.039343,0.027902,1165,65,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
129976,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,33,33,17,33,0,0,0,33,33,0,Generic,1
105190,1e-05,sun-nd,-,INT,1,0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Exploits,1
681,30.474352,tcp,http,FIN,12,18,1580,10168,0.95162,31,29,380.385437,2521.202148,3,5,2770.363545,1792.578301,194630.6778,153753.912,255,434453683,2580920955,255,0.000661,0.000523,0.000138,132,565,1,3924,4,0,9,3,1,2,0,0,1,17,5,0,Normal,0
55794,6e-06,crudp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits,1
138813,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,14,14,5,30,0,0,0,14,30,0,Generic,1
59993,0.924833,tcp,-,FIN,10,8,564,354,18.381697,254,252,4394.306641,2681.565186,2,1,98.530778,121.632,6280.727903,178.427391,255,2838678536,2804089270,255,0.142555,0.0734,0.069155,56,44,0,0,1,1,1,1,1,1,0,0,0,1,4,0,Reconnaissance,1
82644,0.914203,tcp,-,FIN,34,10,34210,440,47.035506,254,252,290561.2813,3465.313477,14,1,25.529212,85.799664,2393.140287,108.053047,255,2041033051,2501021552,255,0.263081,0.142005,0.121076,1006,44,0,0,4,1,1,1,1,3,0,0,0,3,3,0,Normal,0
66992,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,7,7,0,DoS,1
97966,1.9e-05,udp,-,INT,2,0,168,0,52631.58129,254,0,35368424.0,0.0,0,0,0.019,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
154649,1.598297,tcp,-,FIN,10,8,564,354,10.636321,254,252,2542.706299,1551.651489,2,1,174.419778,222.158141,10922.69119,343.066875,255,2760091149,1851916384,255,0.100761,0.043181,0.05758,56,44,0,0,1,1,3,1,1,1,0,0,0,1,5,0,Reconnaissance,1
170060,0.667744,tcp,http,FIN,10,8,806,1114,25.458859,62,252,8697.944336,11681.12402,2,2,74.193778,80.37357,3836.87214,136.156484,255,2735412176,1529161038,255,0.211451,0.09937,0.112081,81,139,1,155,2,1,1,1,1,2,0,0,1,1,2,0,Analysis,1
157500,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,18,17,17,33,0,0,0,18,33,0,Generic,1
20601,1.728753,tcp,-,FIN,122,126,7818,15800,142.877556,31,29,35882.51172,72537.83594,30,32,14.284388,13.937201,904.304304,895.639817,255,190968096,2346896478,255,0.000676,0.000538,0.000138,64,125,0,0,11,0,2,1,1,2,0,0,0,3,2,0,Normal,0
93254,1e-06,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,5,4,4,11,0,0,0,5,10,0,Fuzzers,1
151724,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,13,12,12,28,0,0,0,12,28,0,Generic,1
160815,0.820887,tcp,-,FIN,12,8,1064,752,23.145694,254,252,9511.662109,6412.575195,3,2,74.626088,102.850141,3899.856055,164.879406,255,2103632684,2019289147,255,0.148311,0.065592,0.082719,89,94,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Fuzzers,1
134660,1e-06,idpr,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,3,3,0,DoS,1
5585,0.223493,tcp,ftp-data,FIN,14,6,8928,320,85.01385,31,29,296778.875,9557.34668,4,1,17.19177,44.569398,1586.947625,67.949594,255,528018043,1334369006,255,0.000686,0.000526,0.00016,638,53,0,0,3,0,5,1,1,7,0,0,0,7,3,0,Normal,0
152160,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,40,2,28,28,15,40,0,0,0,28,40,0,Generic,1
143630,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,16,16,16,21,0,0,0,17,21,0,Generic,1
15600,1.008353,tcp,http,FIN,14,18,1684,10168,30.743202,31,29,12408.35352,76195.53906,3,5,77.537618,59.286235,8774.967391,7682.866049,255,4035433988,1891079228,255,0.000608,0.000481,0.000127,120,565,1,3924,2,0,1,1,1,2,0,0,1,4,3,0,Normal,0
50091,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,DoS,1
78014,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,Exploits,1
164097,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,18,16,16,16,0,0,0,16,16,0,Generic,1
87215,2.472234,tcp,http,FIN,10,10,818,2416,7.685357,62,252,2384.887451,7038.168457,2,2,309.02925,249.059219,440.871625,478.057375,255,1850676314,153113209,255,0.280628,0.197975,0.082653,82,242,0,0,1,1,2,1,1,2,0,0,0,3,1,0,Exploits,1
134826,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,37,2,33,33,17,37,0,0,0,34,37,0,Generic,1
116278,1e-05,udp,-,INT,2,0,232,0,100000.0025,254,0,92800000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,116,0,0,0,1,2,12,1,1,1,0,0,0,1,1,0,Shellcode,1
161518,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,5,5,5,21,0,0,0,5,21,0,Generic,1
15417,0.001161,udp,dns,CON,2,2,146,178,2583.979344,31,29,503014.6563,613264.4375,0,0,0.001,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,2,1,1,1,0,0,0,4,4,0,Normal,0
49419,9e-06,isis,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Analysis,1
75557,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,DoS,1
22289,0.025006,tcp,-,FIN,60,62,3614,50036,4838.838688,31,29,1137007.125,15749500.0,7,24,0.41861,0.406067,22.294883,21.900527,255,923868278,924177708,255,0.000755,0.000633,0.000122,60,807,0,0,3,0,2,1,1,2,0,0,0,2,5,0,Normal,0
33114,0.014961,tcp,-,FIN,40,42,2542,23508,5414.076744,31,29,1325579.875,12271373.0,7,14,0.375487,0.351268,20.204157,19.535831,255,3735806734,3753452732,255,0.000727,0.000555,0.000172,64,560,0,0,9,0,4,1,1,2,0,0,0,4,7,0,Normal,0
35542,0.687738,tcp,ftp,FIN,52,54,2934,3742,152.674419,31,29,33477.86328,42725.57422,11,15,14.029204,12.967434,1406.350464,52.449062,255,1749332202,3899865489,255,0.000573,0.000459,0.000114,56,69,0,0,2,0,7,2,1,5,1,1,0,7,1,0,Normal,0
156899,4.598935,ospf,-,INT,82,0,5248,0,17.612773,254,0,9017.739258,0.0,0,0,56.776977,0.0,161.878984,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,13,1,1,1,0,0,0,1,1,0,Exploits,1
82612,0.865178,tcp,-,FIN,10,8,564,354,19.649136,254,252,4697.299316,2866.462158,2,1,96.130889,112.804,6055.507225,146.809031,255,167605556,1483104834,255,0.117826,0.074776,0.04305,56,44,0,0,6,1,4,1,1,6,0,0,0,4,6,0,Reconnaissance,1
133015,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,18,16,16,23,0,0,0,17,23,0,Generic,1
65713,1.159589,tcp,-,FIN,14,12,850,678,21.559362,254,252,5450.206543,4291.175293,3,6,7058.357786,8237.3015,825344.3469,26995.244,255,709713410,4289937871,255,0.074541,0.02992,0.044621,61,57,0,0,7,1,4,4,4,7,0,0,0,4,7,0,Normal,0
154184,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,Generic,1
120046,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,16,16,8,32,0,0,0,16,32,0,Generic,1
93182,7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,1,1,6,0,0,0,3,3,0,Exploits,1
119769,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,16,16,16,29,0,0,0,16,29,0,Generic,1
62688,0.749114,tcp,-,FIN,10,6,534,268,20.023655,254,252,5136.734863,2392.159424,2,1,83.174111,125.525797,4106.826506,184.034906,255,1246552053,2022242216,255,0.270904,0.121482,0.149422,53,45,0,0,9,1,1,1,1,6,0,0,0,2,6,0,Normal,0
164049,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,20,2,17,16,16,20,0,0,0,16,20,0,Generic,1
172142,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,35,35,15,38,0,0,0,35,38,0,Generic,1
82435,1.1e-05,udp,-,INT,2,0,844,0,90909.0902,254,0,306909088.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,422,0,0,0,3,2,1,1,1,1,0,0,0,2,1,0,Exploits,1
52862,4e-06,udp,-,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,1,2,1,1,1,1,0,0,0,2,2,0,Shellcode,1
80112,0.403645,tcp,http,FIN,10,12,836,8264,52.025913,62,252,14924.00488,150151.7344,2,4,44.842556,31.137909,2174.427577,2039.230842,255,1850270281,3494547644,255,0.075805,0.061125,0.01468,84,689,1,3626,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
60910,1.348011,tcp,ftp-data,FIN,8,8,364,2604,11.127505,62,252,1893.159546,13525.11231,1,2,192.573,178.248422,12904.46863,334.585312,255,90706692,2341390719,255,0.157394,0.09975,0.057644,46,326,0,0,1,1,3,1,1,4,0,0,0,3,1,0,Exploits,1
110388,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.68,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
125082,0.189193,tcp,-,FIN,10,6,756,268,79.284119,254,252,28795.99219,9471.80957,2,1,19.990889,33.695,1083.626855,54.428926,255,2349531171,1361589211,255,0.081861,0.020708,0.061153,76,45,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Fuzzers,1
48253,35.215721,tcp,-,FIN,20,14,1068,622,0.937081,254,252,230.578842,131.304993,4,1,1853.458947,2704.0955,247124.2816,9070.123,255,1821390338,1293978566,255,0.091255,0.061793,0.029462,53,44,0,0,3,1,2,2,2,3,0,0,0,11,3,0,Fuzzers,1
12397,0.028919,tcp,-,FIN,48,50,2974,30506,3354.196182,31,29,805837.0,8270272.0,7,18,0.622043,0.567408,37.743181,36.489833,255,1863895252,1864213466,255,0.001256,0.001107,0.000149,62,610,0,0,2,0,2,1,1,1,0,0,0,1,1,0,Normal,0
169386,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,30,29,15,29,0,0,0,29,29,0,Generic,1
3654,1.335137,tcp,http,FIN,12,18,1580,10168,21.720617,31,29,8682.254883,57546.15234,3,5,121.344,78.508588,11392.27134,9176.758883,255,4047846134,1903464271,255,0.000612,0.000487,0.000125,132,565,1,3924,1,0,3,1,1,1,0,0,1,1,1,0,Normal,0
35296,0.026169,tcp,-,FIN,40,40,2542,23404,3018.839062,31,29,757843.25,6975887.5,7,14,0.698676,0.658256,49.475858,47.082171,255,3747929754,1635045416,255,0.000609,0.000496,0.000113,64,585,0,0,12,0,7,1,1,4,0,0,0,7,8,0,Normal,0
144848,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,2,17,16,16,19,0,0,0,16,19,0,Generic,1
16598,1.149779,tcp,http,FIN,14,18,1684,10168,26.961704,31,29,10882.0918,66823.28125,3,5,88.414002,71.82869,8864.279319,8000.280916,255,1600373670,1601392661,255,0.000647,0.000514,0.000133,120,565,1,3924,1,0,5,1,1,1,0,0,1,1,2,0,Normal,0
10682,0.002858,tcp,ftp-data,FIN,6,8,320,1826,4548.635236,31,29,747375.75,4473058.0,1,2,0.5078,0.339857,28.450514,0.543382,255,1666612050,1670376668,255,0.000605,0.000473,0.000132,53,228,0,0,3,0,7,1,1,7,0,0,0,5,3,0,Normal,0
127123,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,31,31,23,31,0,0,0,32,31,0,Generic,1
111825,0.602945,tcp,http,FIN,10,18,798,16904,44.780202,62,252,9539.841797,211826.9375,2,7,66.993889,28.670824,3281.540633,2601.517191,255,2994849695,238477759,255,0.135767,0.066409,0.069358,80,939,1,7838,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1
151129,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,17,17,17,32,0,0,0,18,32,0,Generic,1
68660,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
111769,1e-06,udp,-,INT,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,2,0,Reconnaissance,1
113289,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.68,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
170834,0.587653,tcp,http,FIN,10,6,986,268,25.525268,254,252,12088.7666,3049.418701,2,1,65.128889,100.611398,3093.868398,141.589,255,1026132627,2418170721,255,0.139237,0.084593,0.054644,99,45,1,0,3,1,4,2,1,1,0,0,1,2,1,0,Exploits,1
144136,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,33,33,17,33,0,0,0,33,33,0,Generic,1
136635,2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,18,17,17,26,0,0,0,17,26,0,Generic,1
25918,0.173134,udp,-,CON,4,4,520,304,40.431111,31,29,18020.72461,10535.19238,0,0,35.990668,37.346,50.890711,52.808855,0,0,0,0,0.0,0.0,0.0,130,76,0,0,6,0,3,1,1,3,0,0,0,5,7,0,Normal,0
71241,1.446151,tcp,ftp-data,FIN,8,10,364,3754,11.755342,62,252,1764.684326,18692.37695,1,3,206.592996,151.843444,13571.44057,12064.40529,255,3093616977,1434571408,255,0.203425,0.078619,0.124806,46,375,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
120945,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,34,34,18,34,0,0,0,34,34,0,Generic,1
335,0.001104,udp,dns,CON,2,2,132,164,2717.391244,31,29,478260.8438,594202.875,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,9,0,1,2,1,1,0,0,0,2,7,0,Normal,0
120565,9e-06,udp,-,INT,2,0,732,0,111111.1072,254,0,325333312.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,366,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
32493,0.001641,udp,-,CON,4,4,520,304,4265.69155,31,29,1901279.625,1111517.375,0,0,0.426,0.188667,0.597505,0.261872,0,0,0,0,0.0,0.0,0.0,130,76,0,0,11,0,3,1,1,3,0,0,0,4,4,0,Normal,0
123652,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,2,17,17,17,19,0,0,0,17,19,0,Generic,1
7246,0.001667,udp,-,CON,4,4,528,304,4199.160158,31,29,1900419.875,1094181.125,0,0,0.427333,0.200333,0.599391,0.277657,0,0,0,0,0.0,0.0,0.0,132,76,0,0,7,0,4,1,1,3,0,0,0,3,7,0,Normal,0
80879,0.814924,tcp,http,FIN,10,8,818,1076,20.860841,62,252,7235.030273,9247.488281,2,2,90.431889,99.260711,4902.816667,179.676219,255,3041523089,2139213370,255,0.204809,0.120098,0.084711,82,135,1,131,8,1,1,1,1,8,0,0,1,1,8,0,Analysis,1
153845,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,15,14,14,14,0,0,0,15,14,0,Generic,1
